Date,Open,High,Low,Close,Adj Close,Volume,PnL,% Change
6/21/2016,43600,43950,43500,43800,41351.01563,2137700,Profit,0.458715596
6/22/2016,43200,43575,43200,43400,41373.89453,1228800,Profit,0.462962963
6/23/2016,43400,43450,42925,43400,41373.89453,1443000,Same,0
6/24/2016,43125,43500,42950,43500,41469.23047,1481600,Profit,0.869565217
6/27/2016,43500,43500,42925,43075,41064.07031,1688900,Loss,0.977011494
6/28/2016,43025,43675,43000,43600,41564.55469,2251000,Profit,1.336432307
6/29/2016,43550,45000,43500,45000,42899.19922,2636600,Profit,3.329506315
6/30/2016,45000,45600,44500,45075,42970.70313,3044100,Profit,0.166666667
7/1/2016,45100,45250,43800,43800,41755.22266,2456400,Loss,2.88248337
7/11/2016,43800,45000,43800,45000,42899.19922,3228200,Profit,2.739726027
7/12/2016,45400,45500,43875,44325,42255.71484,2611000,Loss,2.36784141
7/13/2016,44950,44950,44025,44950,42851.53125,1650000,Same,0
7/14/2016,44900,44900,44175,44300,42231.87891,2137900,Loss,1.336302895
7/15/2016,44300,44975,43750,44500,42422.54297,2367300,Profit,0.451467269
7/18/2016,44475,44475,43700,43900,41850.55469,2762800,Loss,1.292861158
7/19/2016,43800,44300,43800,44150,42088.88281,2059900,Profit,0.799086758
7/20/2016,44150,44475,43900,44475,42398.71484,1532900,Profit,0.73612684
7/21/2016,44300,44650,44000,44400,42327.21094,2788300,Profit,0.225733634
7/22/2016,44200,44275,43625,44025,41969.71875,1559100,Loss,0.395927602
7/25/2016,44075,44700,44075,44700,42613.21094,1554900,Profit,1.418037436
7/26/2016,44650,45075,44500,44950,42851.53125,1174500,Profit,0.671892497
7/27/2016,45375,47000,45300,46600,44424.50781,3566800,Profit,2.699724518
7/28/2016,46600,47800,46025,47800,45568.48438,1820400,Profit,2.575107296
7/29/2016,47025,47750,45050,45050,42946.86328,2716700,Loss,4.199893674
8/1/2016,45950,46200,44800,45100,42994.53125,3541300,Loss,1.849836779
8/2/2016,45200,45975,45200,45400,43280.52734,1661700,Profit,0.442477876
8/3/2016,45850,45925,45250,45450,43328.19531,2247200,Loss,0.872410033
8/4/2016,45850,45950,45300,45850,43709.51563,1544500,Same,0
8/5/2016,45850,45925,45325,45600,43471.19141,1391500,Loss,0.54525627
8/8/2016,45400,45850,44600,45000,42899.19922,2690900,Loss,0.881057269
8/9/2016,45225,45800,45150,45600,43471.19141,2385400,Profit,0.829187396
8/10/2016,45775,45775,45000,45575,43447.35547,1853200,Loss,0.436919716
8/11/2016,45550,46950,45175,45950,43804.85156,2525200,Profit,0.878155873
8/12/2016,45900,46250,45375,45375,43256.69531,1796200,Loss,1.14379085
8/15/2016,45400,45600,44650,44750,42660.87109,1561100,Loss,1.431718062
8/16/2016,45000,45375,44850,45350,43232.86328,1394600,Profit,0.777777778
8/18/2016,45325,45700,45075,45575,43447.35547,2194500,Profit,0.55157198
8/19/2016,45300,45675,45125,45275,43161.35938,1401000,Loss,0.055187638
8/22/2016,45100,45575,45025,45325,43209.02734,1295400,Profit,0.498891353
8/23/2016,45525,45525,45050,45500,43375.85938,1874100,Loss,0.054914882
8/24/2016,45500,45500,44975,45100,42994.53125,1619700,Loss,0.879120879
8/25/2016,45050,45900,45050,45900,43757.1875,2992700,Profit,1.886792453
8/26/2016,45900,46400,45825,46400,44233.84375,1789800,Profit,1.089324619
8/29/2016,46000,46075,45225,45450,43328.19531,1968400,Loss,1.195652174
8/30/2016,45450,45525,44950,45100,42994.53125,1841800,Loss,0.770077008
8/31/2016,45400,45650,45100,45650,43518.85156,2809900,Profit,0.550660793
9/1/2016,45100,45350,45100,45250,43137.53125,1298000,Profit,0.332594235
9/2/2016,45325,45650,45250,45650,43518.85156,1014000,Profit,0.717043574
9/5/2016,45650,45700,44825,45075,42970.70313,860100,Loss,1.25958379
9/6/2016,45200,45475,44925,45300,43185.19922,1363300,Profit,0.221238938
9/7/2016,45400,46000,45125,45850,43709.51563,1913900,Profit,0.991189427
9/8/2016,45900,46000,45450,45750,43614.1875,1495100,Loss,0.326797386
9/9/2016,45400,45400,44600,44725,42637.03906,1533300,Loss,1.486784141
9/13/2016,45000,45025,44500,44750,42660.87109,1222500,Loss,0.555555556
9/14/2016,44500,44500,44000,44150,42088.88281,1827400,Loss,0.786516854
9/15/2016,44200,44900,44025,44425,42351.04297,2584700,Profit,0.509049774
9/16/2016,44950,44975,44100,44300,42231.87891,3473400,Loss,1.446051168
9/19/2016,44300,44750,44275,44350,42279.54688,1052200,Profit,0.112866817
9/20/2016,44500,44675,44375,44500,42422.54297,2174800,Same,0
9/21/2016,44350,44975,44350,44975,42875.36719,1431600,Profit,1.409244645
9/22/2016,45300,45300,44300,44800,42708.53906,1708700,Loss,1.103752759
9/23/2016,45550,45550,44025,45550,43423.52344,2748600,Same,0
9/26/2016,45100,45125,44500,44850,42756.20703,1778000,Loss,0.554323725
9/27/2016,44925,45425,44100,45425,43304.35547,1937100,Profit,1.112966055
9/28/2016,45425,45850,45125,45450,43328.19531,1702700,Profit,0.055035773
9/29/2016,46000,46000,45150,45700,43566.52344,1309500,Loss,0.652173913
9/30/2016,45000,45450,44400,44550,42470.21094,3236400,Loss,1
10/3/2016,44550,45200,44550,45200,43089.86328,1522700,Profit,1.459034792
10/4/2016,45200,45325,44700,45050,42946.86328,1744300,Loss,0.331858407
10/5/2016,45000,45000,44525,44825,42732.36719,1362300,Loss,0.388888889
10/6/2016,44975,45200,44550,45175,43066.03125,884600,Profit,0.444691495
10/7/2016,44525,45075,44450,44500,42422.54297,1408500,Loss,0.056148231
10/10/2016,44450,44750,44200,44600,42517.87109,766700,Profit,0.337457818
10/11/2016,44325,45250,44300,45250,43137.53125,1984400,Profit,2.086858432
10/12/2016,45250,45250,44525,45000,42899.19922,1672400,Loss,0.552486188
10/13/2016,44525,44800,44375,44500,42422.54297,2241000,Loss,0.056148231
10/14/2016,44500,45050,44375,45000,42899.19922,1767500,Profit,1.123595506
10/17/2016,44500,44725,44350,44725,42637.03906,1746100,Profit,0.505617978
10/18/2016,44600,44750,44400,44475,42398.71484,1186100,Loss,0.280269058
10/19/2016,44400,44450,44200,44325,42255.71484,1958700,Loss,0.168918919
10/20/2016,44200,44425,44100,44300,42231.87891,1544800,Profit,0.226244344
10/21/2016,44200,44425,44125,44150,42088.88281,1915900,Loss,0.113122172
10/24/2016,44275,44600,44225,44400,42327.21094,1296300,Profit,0.282326369
10/25/2016,44400,44600,44400,44425,42351.04297,674400,Profit,0.056306306
10/26/2016,44150,44525,44150,44500,42422.54297,5876100,Profit,0.792751982
10/27/2016,44450,44450,44250,44425,42351.04297,1948100,Loss,0.05624297
10/28/2016,44350,44675,44350,44525,42446.375,759900,Profit,0.394588501
10/31/2016,44600,44600,44225,44475,42398.71484,3300000,Loss,0.280269058
11/1/2016,44550,44550,44350,44450,42374.87891,1572100,Loss,0.224466891
11/2/2016,44425,44475,44250,44425,42351.04297,916000,Same,0
11/3/2016,44300,44500,44175,44175,42112.71484,2060900,Loss,0.282167043
11/4/2016,44100,44150,43850,43975,41922.05078,1780100,Loss,0.283446712
11/7/2016,44275,44275,43800,44000,41945.88281,1536000,Loss,0.621118012
11/8/2016,44100,44500,44025,44375,42303.375,977500,Profit,0.623582766
11/9/2016,44500,44500,44075,44375,42303.375,854500,Loss,0.280898876
11/10/2016,44475,44500,43700,43700,41659.88672,1331600,Loss,1.742551996
11/11/2016,43700,43700,41000,41000,39085.9375,5188700,Loss,6.178489703
11/14/2016,41100,41300,39775,41000,39085.9375,4077000,Loss,0.243309002
11/15/2016,41000,41100,40700,40975,39062.10547,4911400,Loss,0.06097561
11/16/2016,41500,41850,41100,41100,39181.26953,2157800,Loss,0.963855422
11/17/2016,41350,41400,40000,40500,38609.27734,2550700,Loss,2.055622733
11/18/2016,40200,40250,39600,40250,38370.95313,1909300,Profit,0.124378109
11/21/2016,40025,40150,39800,40000,38132.625,1630600,Loss,0.062460962
11/22/2016,40100,40250,39800,39800,37941.96094,1732300,Loss,0.748129676
11/23/2016,39800,40600,39775,40450,38561.61328,2637700,Profit,1.633165829
11/24/2016,40450,40450,40000,40100,38227.95313,1057900,Loss,0.86526576
11/25/2016,40100,40225,39975,40200,38323.28516,625600,Profit,0.249376559
11/28/2016,40000,40150,39800,40100,38227.95313,1239200,Profit,0.25
11/29/2016,39950,40950,39925,40625,38728.44922,1192100,Profit,1.689612015
11/30/2016,40625,41000,40525,40525,38633.11328,3339800,Loss,0.246153846
12/1/2016,40900,42100,40625,41925,39967.75781,1786100,Profit,2.506112469
12/2/2016,42000,42400,41350,42400,40420.57813,1226500,Profit,0.952380952
12/5/2016,42400,42425,41825,42225,40253.75,2161200,Loss,0.412735849
12/6/2016,42000,42150,41550,41800,40205.65625,2006800,Loss,0.476190476
12/7/2016,41950,41975,41250,41325,39748.77344,2337400,Loss,1.489868892
12/8/2016,41250,41650,41250,41450,39869.00781,1932300,Profit,0.484848485
12/9/2016,41250,41450,41075,41450,39869.00781,1486000,Profit,0.484848485
12/13/2016,41450,41450,40500,40725,39171.66016,2439500,Loss,1.749095296
12/14/2016,41000,41000,40000,40050,38522.40234,2551800,Loss,2.317073171
12/15/2016,40050,40450,39950,40150,38618.58984,2267000,Profit,0.24968789
12/16/2016,40700,40700,39975,39975,38450.26563,3870900,Loss,1.781326781
12/19/2016,39975,40000,39750,39850,38330.03516,3117800,Loss,0.312695435
12/20/2016,39825,39925,39625,39650,38137.66406,3035800,Loss,0.439422473
12/21/2016,39600,40075,38500,38500,37031.52344,2583500,Loss,2.777777778
12/22/2016,38500,38500,37950,37975,36526.55469,2218100,Loss,1.363636364
12/23/2016,37850,38050,37825,37875,36430.36328,2355800,Profit,0.066050198
12/27/2016,37875,38625,37875,38200,36742.96875,1678400,Profit,0.858085809
12/28/2016,38700,39775,38700,39300,37801.00781,1848500,Profit,1.550387597
12/29/2016,39400,40200,39400,40000,38474.3125,3818500,Profit,1.52284264
12/30/2016,40000,40400,38700,38800,37320.08594,2221400,Loss,3
