time,open,high,low,close,Volume,Volume MA
2020-08-12T05:45:00Z,2950,2960,2930,2950,60835000,59234665
2020-08-13T01:45:00Z,2950,3020,2950,2990,76746100,61036580
2020-08-13T05:45:00Z,3000,3020,2970,3010,84160500,61562395
2020-08-14T01:45:00Z,3020,3030,3000,3010,27760400,61282825
2020-08-14T05:45:00Z,3010,3040,3000,3030,65247100,61423520
2020-08-18T01:45:00Z,3030,3060,3000,3040,50761300,55184630
2020-08-18T05:45:00Z,3050,3050,3030,3050,88597200,55608455
2020-08-19T01:45:00Z,3050,3050,3010,3010,54738100,55888145
2020-08-19T05:45:00Z,3020,3020,3000,3000,49242500,56006585
2020-08-24T01:45:00Z,3010,3020,3000,3000,35812800,55466015
2020-08-24T05:45:00Z,3010,3010,2990,3000,40901100,53806325
2020-08-25T01:45:00Z,3010,3010,2980,2990,50564600,54962925
2020-08-25T05:45:00Z,3000,3000,2980,2980,49449000,55222055
2020-08-26T01:45:00Z,2980,3050,2980,3020,77698000,57448505
2020-08-26T05:45:00Z,3020,3040,3000,3020,44723900,57425790
2020-08-27T01:45:00Z,3020,3040,2980,2980,46457400,58306295
2020-08-27T05:45:00Z,2990,2990,2970,2990,56330400,59290910
2020-08-28T01:45:00Z,2990,2990,2950,2950,76969100,59372200
2020-08-28T05:45:00Z,2960,2960,2940,2960,83600400,58534735
2020-08-31T01:45:00Z,2960,2980,2940,2940,40507700,58055130
2020-08-31T05:45:00Z,2940,2950,2860,2860,163753400,63201050
2020-09-01T01:45:00Z,2900,2910,2860,2880,42213300,61474410
2020-09-01T05:45:00Z,2880,2900,2870,2900,48352100,59683990
2020-09-02T01:45:00Z,2900,2960,2900,2950,54492300,61020585
2020-09-02T05:45:00Z,2960,2970,2930,2950,53097500,60413105
2020-09-03T01:45:00Z,2950,2960,2900,2900,49280600,60339070
2020-09-03T05:45:00Z,2910,2910,2880,2900,73825500,59600485
2020-09-04T01:45:00Z,2850,2890,2840,2860,56305900,59678875
2020-09-04T05:45:00Z,2870,2870,2850,2860,87263200,61579910
2020-09-07T01:45:00Z,2870,2910,2870,2890,36371900,61607865
2020-09-07T05:45:00Z,2900,2900,2880,2900,25834700,60854545
2020-09-08T01:45:00Z,2890,2900,2860,2870,36015800,60127105
2020-09-08T05:45:00Z,2880,2880,2860,2860,44052400,59857275
2020-09-09T01:45:00Z,2850,2860,2810,2830,45870100,58265880
2020-09-09T05:45:00Z,2830,2830,2800,2800,62527300,59156050
2020-09-10T01:45:00Z,2800,2800,2620,2710,162557900,64961075
2020-09-10T05:45:00Z,2710,2710,2680,2700,124938400,68391475
2020-09-11T01:45:00Z,2670,2780,2650,2760,111433300,70114685
2020-09-11T05:45:00Z,2770,2840,2760,2810,86323500,70250840
2020-09-14T01:45:00Z,2830,2890,2820,2870,67859800,71618445
2020-09-14T05:45:00Z,2870,2890,2870,2890,59702900,66415920
2020-09-15T01:45:00Z,2890,2900,2810,2820,55270900,67068800
2020-09-15T05:45:00Z,2830,2850,2820,2830,50945000,67198445
2020-09-16T01:45:00Z,2810,2830,2770,2780,45064400,66727050
2020-09-16T05:45:00Z,2790,2800,2780,2790,23049000,65224625
2020-09-17T01:45:00Z,2810,2850,2780,2840,45144000,65017795
2020-09-17T05:45:00Z,2850,2850,2800,2820,52113400,63932190
2020-09-18T01:45:00Z,2850,2880,2840,2870,60557600,64144775
2020-09-18T05:45:00Z,2870,2890,2850,2890,101559100,64859570
2020-09-21T01:45:00Z,2890,2910,2840,2840,44428700,65262410
2020-09-21T05:45:00Z,2850,2850,2800,2810,55876400,66764495
2020-09-22T01:45:00Z,2790,2810,2750,2800,40069000,66967155
2020-09-22T05:45:00Z,2790,2810,2780,2780,35822600,66555665
2020-09-23T01:45:00Z,2770,2810,2740,2750,39624000,66243360
2020-09-23T05:45:00Z,2750,2800,2740,2800,46329300,65433460
2020-09-24T01:45:00Z,2750,2760,2710,2720,35383900,59074760
2020-09-24T05:45:00Z,2720,2740,2710,2730,39132900,54784485
2020-09-25T01:45:00Z,2720,2740,2670,2700,86454200,53535530
2020-09-25T05:45:00Z,2710,2710,2680,2690,94514700,53945090
2020-09-28T01:45:00Z,2710,2730,2670,2680,42075300,52655865
2020-09-28T05:45:00Z,2690,2690,2660,2660,47181400,52029790
2020-09-29T01:45:00Z,2690,2690,2640,2650,78404700,53186480
2020-09-29T05:45:00Z,2660,2660,2630,2630,77449200,54511690
2020-09-30T01:45:00Z,2630,2650,2540,2540,123130900,58415015
2020-09-30T05:45:00Z,2540,2600,2540,2560,112480700,62886600
2020-10-01T01:45:00Z,2600,2720,2600,2690,123260400,66792420
2020-10-01T05:45:00Z,2690,2760,2680,2750,101745600,69274030
2020-10-02T01:45:00Z,2750,2750,2670,2690,83657900,70429045
2020-10-02T05:45:00Z,2690,2700,2650,2680,56504000,68176290
2020-10-05T01:45:00Z,2690,2710,2640,2660,46515300,68280620
2020-10-05T05:45:00Z,2670,2670,2640,2650,78204900,69397045
2020-10-06T01:45:00Z,2680,2700,2660,2670,73926300,71089910
2020-10-06T05:45:00Z,2670,2670,2620,2650,75051100,73051335
2020-10-07T01:45:00Z,2650,2670,2620,2640,59196500,74029960
2020-10-07T05:45:00Z,2650,2670,2640,2660,50989500,74262970
2020-10-08T01:45:00Z,2670,2720,2650,2710,93823200,77184935
2020-10-08T05:45:00Z,2700,2710,2680,2700,60764600,78266520
2020-10-09T01:45:00Z,2710,2750,2700,2720,75544500,77721035
2020-10-09T05:45:00Z,2720,2730,2710,2730,33577800,74674190
2020-10-12T01:45:00Z,2750,2760,2710,2710,44447000,74792775
2020-10-12T05:45:00Z,2710,2730,2710,2730,33032100,74085310
2020-10-13T01:45:00Z,2730,2740,2680,2700,45980200,72464085
2020-10-13T05:45:00Z,2700,2730,2680,2730,51225300,71152890
2020-10-14T01:45:00Z,2730,2800,2710,2780,95472800,69769985
2020-10-14T05:45:00Z,2790,2830,2770,2810,87763700,68534135
2020-10-15T01:45:00Z,2800,2850,2790,2820,67634100,65752820
2020-10-15T05:45:00Z,2820,2830,2760,2780,70828800,64206980
2020-10-16T01:45:00Z,2780,2780,2730,2740,58043900,62926280
2020-10-16T05:45:00Z,2740,2760,2720,2750,77131100,63957635
2020-10-19T01:45:00Z,2800,2810,2710,2740,105651400,66914440
2020-10-19T05:45:00Z,2730,2740,2710,2710,82189100,67113650
2020-10-20T01:45:00Z,2710,2740,2680,2690,80255200,67430095
2020-10-20T05:45:00Z,2700,2700,2670,2670,87955900,68075335
2020-10-21T01:45:00Z,2680,2710,2670,2690,75283400,68879680
2020-10-21T05:45:00Z,2700,2710,2670,2680,66862900,69673350
2020-10-22T01:45:00Z,2670,2720,2650,2690,74731400,68718760
2020-10-22T05:45:00Z,2690,2700,2660,2700,182448000,74802930
2020-10-23T01:45:00Z,2710,2720,2630,2640,96852800,75868345
2020-10-23T05:45:00Z,2650,2650,2630,2630,69503200,77664615
2020-10-26T01:45:00Z,2630,2680,2630,2670,45160900,77700310
2020-10-26T05:45:00Z,2670,2670,2650,2650,52362300,78666820
2020-10-27T01:45:00Z,2640,2690,2630,2640,48465600,78791090
2020-10-27T05:45:00Z,2650,2650,2620,2620,97901000,81124875
2020-11-02T01:45:00Z,2590,2620,2560,2570,243290900,88515780
2020-11-02T05:45:00Z,2570,2580,2550,2560,148219700,91538580
2020-11-03T01:45:00Z,2570,2590,2540,2560,100855300,93199640
2020-11-03T05:45:00Z,2570,2590,2560,2580,88018700,94059135
2020-11-04T01:45:00Z,2600,2640,2590,2620,94085300,95861205
2020-11-04T05:45:00Z,2620,2620,2580,2580,56592900,94834295
2020-11-05T01:45:00Z,2630,2730,2620,2720,173753100,98239380
2020-11-05T05:45:00Z,2710,2810,2710,2770,195507300,103905290
2020-11-06T01:45:00Z,2800,2820,2750,2790,127083200,106246690
2020-11-06T05:45:00Z,2790,2840,2790,2830,116732600,107685525
2020-11-09T01:45:00Z,2860,2900,2840,2850,118992300,109870970
2020-11-09T05:45:00Z,2860,2880,2840,2880,89200400,110987845
2020-11-10T01:45:00Z,2950,2950,2880,2880,98291600,112165855
2020-11-10T05:45:00Z,2880,2900,2860,2860,97045700,107895740
2020-11-11T01:45:00Z,2900,3050,2880,3030,256637700,115884985
2020-11-11T05:45:00Z,3030,3100,3030,3080,223892500,123604450
2020-11-12T01:45:00Z,3080,3080,3010,3060,110908100,126891810
2020-11-12T05:45:00Z,3060,3060,3030,3040,58701800,127208785
2020-11-13T01:45:00Z,3010,3010,2950,2960,110028400,130286925
2020-11-13T05:45:00Z,2970,3000,2960,2990,76680400,129225895
2020-11-16T01:45:00Z,3040,3100,3020,3050,120761100,123099405
2020-11-16T05:45:00Z,3050,3070,3040,3070,85384400,119957640
2020-11-17T01:45:00Z,3100,3230,3100,3200,307258000,130277775
2020-11-17T05:45:00Z,3200,3270,3190,3220,220241800,136888930
2020-11-18T01:45:00Z,3200,3250,3160,3160,162267900,140298060
2020-11-18T05:45:00Z,3170,3200,3160,3180,76854700,141311150
2020-11-19T01:45:00Z,3150,3220,3140,3190,116843900,138465690
2020-11-19T05:45:00Z,3200,3210,3170,3170,68714900,132126070
2020-11-20T01:45:00Z,3190,3270,3180,3220,147180700,133130945
2020-11-20T05:45:00Z,3230,3240,3210,3220,64711800,130529905
2020-11-23T01:45:00Z,3230,3320,3220,3280,147191900,131939885
2020-11-23T05:45:00Z,3290,3340,3280,3320,113560300,133157880
2020-11-24T01:45:00Z,3350,3370,3330,3360,126597100,134573155
2020-11-24T05:45:00Z,3360,3380,3350,3350,80906800,133766210
2020-11-25T01:45:00Z,3370,3390,3280,3340,136301500,127749400
2020-11-25T05:45:00Z,3350,3350,3280,3280,116854700,122397510
2020-11-26T01:45:00Z,3280,3430,3280,3410,209838800,127344045
2020-11-26T05:45:00Z,3410,3480,3400,3470,164346600,132626285
2020-11-27T01:45:00Z,3480,3490,3420,3440,74425900,130846160
2020-11-27T05:45:00Z,3440,3500,3440,3460,89225700,131473425
2020-11-30T01:45:00Z,3460,3470,3320,3340,174041400,134137440
2020-11-30T05:45:00Z,3340,3350,3220,3230,450101200,152373280
2020-12-01T01:45:00Z,3230,3320,3160,3230,181951200,146107940
2020-12-01T05:45:00Z,3230,3280,3230,3240,95978000,139894750
2020-12-02T01:45:00Z,3270,3320,3240,3300,104526200,137007665
2020-12-02T05:45:00Z,3300,3330,3290,3330,82750400,137302450
2020-12-03T01:45:00Z,3330,3360,3280,3300,71108800,135015695
2020-12-03T05:45:00Z,3310,3310,3290,3300,50325400,134096220
