time,open,high,low,close,Volume,Volume MA
2005-06-01T02:00:00Z,1020,1050,1000,1050,110582500,NaN
2005-07-01T02:00:00Z,1040,1180,980,1140,1481652500,NaN
2005-08-01T02:00:00Z,1110,1150,940,1030,2503710000,NaN
2005-09-01T02:00:00Z,1000,1140,970,1070,2376825000,NaN
2005-10-03T02:00:00Z,1040,1110,990,1010,1463720000,NaN
2005-11-01T02:00:00Z,1010,1070,965,1070,1120842500,NaN
2005-12-01T02:00:00Z,1100,1250,1080,1180,1679070000,NaN
2006-01-02T02:00:00Z,1190,1320,1190,1260,1896200000,NaN
2006-02-01T02:00:00Z,1260,1290,1190,1240,1713057500,NaN
2006-03-01T02:00:00Z,1220,1440,1210,1380,1917602500,NaN
2006-04-03T02:00:00Z,1380,1600,1370,1510,1593157500,NaN
2006-05-01T02:00:00Z,1540,1700,1360,1410,3791252500,NaN
2006-06-01T02:00:00Z,1430,1540,1330,1470,2617300000,NaN
2006-07-03T02:00:00Z,1470,1510,1400,1490,1739760000,NaN
2006-08-01T02:00:00Z,1490,1630,1490,1580,1360355000,NaN
2006-09-01T02:00:00Z,1580,1690,1530,1690,1509080000,NaN
2006-10-02T02:00:00Z,1670,1720,1630,1680,1169600000,NaN
2006-11-01T02:00:00Z,1690,2010,1670,1980,2104555000,NaN
2006-12-01T02:00:00Z,1980,2170,1910,2020,2469370000,NaN
2007-01-03T02:00:00Z,2070,2090,1860,1890,2002050000,1830987125
2007-02-01T02:00:00Z,1910,1950,1710,1780,2301635000,1940539750
2007-03-01T02:00:00Z,1830,1980,1790,1970,1766315000,1954772875
2007-04-02T02:00:00Z,1970,2170,1970,2100,1580040000,1908589375
2007-05-02T02:00:00Z,2080,2100,1860,1910,2580680000,1918782125
2007-06-01T02:00:00Z,1950,1980,1910,1970,2248002500,1957996250
2007-07-02T02:00:00Z,1970,2320,1960,2240,2645725000,2034240375
2007-08-01T02:00:00Z,2200,2240,1910,2170,1766917500,2038632750
2007-09-03T02:00:00Z,2180,2270,2120,2200,1663825000,2027014000
2007-10-01T02:00:00Z,2210,2550,2110,2150,3360920000,2109407125
2007-11-01T02:00:00Z,2200,2320,1970,2030,3633470000,2195200500
2007-12-03T02:00:00Z,2050,2250,1960,2030,2406735000,2235879375
2008-01-02T02:00:00Z,2010,2060,1650,1850,3891420000,2240887750
2008-02-01T02:00:00Z,1860,2050,1820,1960,2184077500,2219226625
2008-03-03T02:00:00Z,1920,2000,1770,1930,2002720000,2232374625
2008-04-01T02:00:00Z,1930,1970,1720,1770,2099422500,2269328000
2008-05-05T02:00:00Z,1820,1820,1560,1620,2064550000,2297101500
2008-06-02T02:00:00Z,1620,1660,1440,1460,2735690000,2375406000
2008-07-01T02:00:00Z,1480,1620,1310,1540,3153022500,2427829375
2008-08-01T02:00:00Z,1500,1620,1440,1600,2627082500,2435715000
2008-09-01T02:00:00Z,1590,1600,1180,1420,2459980000,2458611500
2008-10-06T02:00:00Z,1380,1570,970,1080,3117957500,2499427625
2008-11-03T02:00:00Z,1100,1290,1030,1170,2569360000,2539579875
2008-12-01T02:00:00Z,1140,1480,1100,1380,1489615000,2535058625
2009-01-05T02:00:00Z,1430,1490,1240,1260,1070315000,2459540375
2009-02-02T02:00:00Z,1240,1330,1150,1260,1014890000,2397884750
2009-03-02T02:00:00Z,1260,1580,1230,1510,1249265000,2328061750
2009-04-01T02:00:00Z,1510,1600,1370,1570,2676265000,2373529125
2009-05-01T02:00:00Z,1580,1620,1400,1490,2082530000,2394464375
2009-06-01T02:00:00Z,1520,1600,1460,1500,2168980000,2334867375
2009-07-01T02:00:00Z,1510,1890,1510,1790,2778372500,2292112500
2009-08-03T02:00:00Z,1790,1820,1660,1680,2032285000,2273390000
2009-09-01T02:00:00Z,1680,1760,1650,1730,1353502500,2146494125
2009-10-01T02:00:00Z,1720,1790,1570,1680,1739005000,2124240500
2009-11-02T02:00:00Z,1630,1830,1620,1800,1195565000,2083882750
2009-12-01T02:00:00Z,1800,2070,1790,1890,1356907500,2046757000
2010-01-04T02:00:00Z,1890,1940,1840,1870,1221845000,2004621750
