time,open,high,low,close,Volume,Volume MA
2020-06-26T02:00:00Z,3190,3220,3180,3190,100784500,194585670
2020-06-29T02:00:00Z,3200,3250,3160,3180,156613200,188611725
2020-06-30T02:00:00Z,3090,3100,3050,3050,258068400,192775615
2020-07-01T02:00:00Z,3070,3100,3010,3040,148037400,189367440
2020-07-02T02:00:00Z,3040,3140,3040,3140,178357900,189899905
2020-07-03T02:00:00Z,3150,3180,3110,3120,102033100,185580525
2020-07-06T02:00:00Z,3130,3150,3040,3050,248572600,186927075
2020-07-07T02:00:00Z,3060,3120,3050,3120,169104200,186821560
2020-07-08T02:00:00Z,3130,3160,3110,3150,158166300,181555690
2020-07-09T02:00:00Z,3170,3190,3110,3110,125940800,179064340
2020-07-10T02:00:00Z,3110,3130,3100,3110,95422400,170831095
2020-07-13T02:00:00Z,3120,3130,3080,3090,77733900,162636505
2020-07-14T02:00:00Z,3100,3110,3070,3080,111442600,158487395
2020-07-15T02:00:00Z,3120,3130,3080,3090,102304100,154713355
2020-07-16T02:00:00Z,3090,3110,3080,3100,91951000,147531575
2020-07-17T02:00:00Z,3100,3110,3060,3060,112416300,141788720
2020-07-20T02:00:00Z,3080,3080,3040,3060,64735500,137036670
2020-07-21T02:00:00Z,3050,3110,3050,3060,101283800,133737310
2020-07-22T02:00:00Z,3070,3090,3060,3070,69462100,128665635
2020-07-23T02:00:00Z,3070,3090,3060,3070,70482100,127145610
2020-07-24T02:00:00Z,3080,3080,3020,3020,137265100,128969640
2020-07-27T02:00:00Z,3020,3050,3020,3040,58708800,124074420
2020-07-28T02:00:00Z,3050,3050,3010,3020,102705300,116306265
2020-07-29T02:00:00Z,3030,3050,3000,3000,114352000,114621995
2020-07-30T02:00:00Z,3040,3050,3000,3050,95785000,110493350
2020-08-03T02:00:00Z,3060,3060,2850,2920,255659800,118174685
2020-08-04T02:00:00Z,2970,2970,2920,2950,96018000,110546955
2020-08-05T02:00:00Z,2960,3040,2920,3020,120719100,108127700
2020-08-06T02:00:00Z,3050,3050,3000,3020,71699000,103804335
2020-08-07T02:00:00Z,3020,3030,2970,2980,78347200,101424655
2020-08-10T02:00:00Z,3000,3020,2970,2970,65485400,99927805
2020-08-11T02:00:00Z,2980,3000,2930,2930,175693000,104825760
2020-08-12T02:00:00Z,2930,2960,2920,2950,110934800,104800370
2020-08-13T02:00:00Z,2950,3020,2950,3010,160906600,107730495
2020-08-14T02:00:00Z,3020,3040,3000,3030,93007500,107783320
2020-08-18T02:00:00Z,3030,3060,3000,3050,139358500,109130430
